x, y, t
3.326964513205011853e-01,6.908233321102733582e-01,1.000000000000000000e+00
2.860144320251319927e-01,6.721158456577108753e-01,1.000000000000000000e+00
8.044157126029812810e-01,7.058245238413880518e-01,1.000000000000000000e+00
4.944548541399462760e-02,5.286430014710709058e-01,1.000000000000000000e+00
8.350798360104249030e-01,7.685807534889897985e-01,1.000000000000000000e+00
7.322067807407627305e-01,3.666747094051314715e-01,0.000000000000000000e+00
4.637206019295112558e-01,4.113139836691650508e-01,1.000000000000000000e+00
8.673087238551696609e-01,9.641372057313337685e-01,1.000000000000000000e+00
9.143370207527724558e-01,4.071534900382627331e-01,0.000000000000000000e+00
9.611346770250965843e-01,5.535242245632746583e-01,0.000000000000000000e+00
9.079235496093718272e-02,1.728322142462249689e-01,1.000000000000000000e+00
6.237603899590404843e-02,7.342356816534234554e-01,1.000000000000000000e+00
9.421283966154840872e-01,4.741505233235311367e-01,0.000000000000000000e+00
6.565712989414411727e-01,1.629923499098917539e-01,0.000000000000000000e+00
5.498397200175492161e-01,9.059986088773918089e-01,1.000000000000000000e+00
3.255579278435087875e-01,8.956934126693887332e-01,1.000000000000000000e+00
4.804764301311000851e-01,3.736454385647641763e-01,1.000000000000000000e+00
7.511568464108120402e-01,6.995768753739104451e-01,1.000000000000000000e+00
2.007043070554648256e-01,7.057246561475951641e-01,1.000000000000000000e+00
1.991516621402759091e-01,3.736456302718148548e-01,1.000000000000000000e+00
7.811648470827958768e-02,5.963537144827764092e-01,1.000000000000000000e+00
6.246565091366557132e-01,5.207878168363070381e-01,1.000000000000000000e+00
1.395588796908578955e-01,8.467650933220937093e-01,1.000000000000000000e+00
2.118279603283346191e-01,7.667329011420420670e-01,1.000000000000000000e+00
6.818165879785759165e-01,5.352969085979671915e-01,1.000000000000000000e+00
7.536134708879420607e-01,7.306001977064466857e-01,1.000000000000000000e+00
8.070934986796940436e-02,8.044223391606545315e-01,1.000000000000000000e+00
9.935417460634398124e-01,1.858556510366102810e-01,0.000000000000000000e+00
4.331763152145784446e-01,8.112460894841966308e-01,1.000000000000000000e+00
6.032504387547446001e-01,6.998290626213287124e-01,1.000000000000000000e+00
8.476660682355374732e-02,4.005919075537927032e-01,1.000000000000000000e+00
8.010780543597658676e-01,8.034125729379361092e-01,1.000000000000000000e+00
8.448442325720030288e-01,4.307706572982077375e-01,0.000000000000000000e+00
3.602237687979092939e-02,2.054269244877441336e-01,1.000000000000000000e+00
4.354690790974298231e-01,4.033563581559166389e-01,1.000000000000000000e+00
5.303585479532453295e-01,3.050959902648167077e-01,1.000000000000000000e+00
5.930993844012318883e-01,9.941984844823575918e-01,1.000000000000000000e+00
1.523771410454373143e-01,3.049571717815431349e-01,1.000000000000000000e+00
8.059177798329661968e-01,6.285188531043259808e-01,0.000000000000000000e+00
8.618126418180966919e-01,4.925579652789391361e-02,0.000000000000000000e+00
3.366158118228789187e-01,1.696073878808617152e-01,1.000000000000000000e+00
4.755471941541515868e-01,1.441237505797365870e-02,0.000000000000000000e+00
1.623738616736801754e-01,7.338265052228208907e-01,1.000000000000000000e+00
7.525112259815924798e-02,2.093485022264918172e-02,1.000000000000000000e+00
5.998723701207310244e-01,7.048799690473556145e-01,1.000000000000000000e+00
4.519052298725343420e-01,5.210476249681865735e-01,1.000000000000000000e+00
4.361593584146764568e-01,7.303695453825330697e-01,1.000000000000000000e+00
2.259788118261897294e-01,5.782951091134509447e-01,1.000000000000000000e+00
2.439008259368639076e-01,9.058057261511646141e-01,1.000000000000000000e+00
6.489258269498712206e-01,7.665006128883884440e-01,1.000000000000000000e+00
7.622069284378009124e-01,7.908049108207260147e-01,1.000000000000000000e+00
7.348262522500749183e-01,8.842070604683548440e-01,1.000000000000000000e+00
4.709128113354029699e-01,2.578007603513059465e-01,1.000000000000000000e+00
4.419974967513556896e-01,4.199285604359535018e-01,1.000000000000000000e+00
4.433976019095825505e-01,6.425920809458651739e-02,0.000000000000000000e+00
1.709424917519474230e-01,4.302955643564444488e-01,1.000000000000000000e+00
2.464187594840039353e-02,7.303616677801727519e-02,1.000000000000000000e+00
1.627106501454945731e-01,2.480911216797996310e-01,1.000000000000000000e+00
8.940818094873903554e-02,4.273555982463257408e-01,1.000000000000000000e+00
3.862783618535208241e-01,4.571085481580239307e-02,0.000000000000000000e+00
7.854717184481559977e-01,2.549929821511953687e-02,0.000000000000000000e+00
1.261675566159849993e-01,8.534128078165708065e-01,1.000000000000000000e+00
8.961696420627308646e-01,1.167874560937379735e-01,0.000000000000000000e+00
3.434140482014776952e-01,6.211303223680963992e-02,0.000000000000000000e+00
9.350505681834687666e-01,6.699614194109999588e-01,0.000000000000000000e+00
4.792517536626539343e-01,2.908170566502454868e-01,1.000000000000000000e+00
3.375109917897044509e-01,2.506712584673133071e-01,1.000000000000000000e+00
8.692969518439972454e-01,1.296139246964408409e-01,0.000000000000000000e+00
8.044511094483230984e-02,4.706609956388884131e-01,1.000000000000000000e+00
9.463791395483640567e-01,6.118334403318586023e-01,0.000000000000000000e+00
6.167087724373909730e-01,1.784110778763778882e-01,0.000000000000000000e+00
8.513059964094746856e-01,2.213795439552801447e-01,0.000000000000000000e+00
9.227320029172388915e-01,4.267537990074937726e-01,0.000000000000000000e+00
1.380353584451180504e-01,6.854058825334014005e-01,1.000000000000000000e+00
8.592794679858568596e-01,4.348223204118339957e-01,0.000000000000000000e+00
6.541309983171152975e-01,2.731584823682076113e-03,0.000000000000000000e+00
4.308888261044185874e-01,5.752181812919762161e-01,1.000000000000000000e+00
5.329330684935102980e-01,5.239919417775354971e-01,1.000000000000000000e+00
5.122783081953596884e-02,9.883868098875229213e-01,1.000000000000000000e+00
9.333788595975948121e-01,6.356056851687538201e-01,0.000000000000000000e+00
3.955939842254673211e-01,8.810260852446301083e-01,1.000000000000000000e+00
8.115136852010864654e-01,9.038976968012142343e-01,1.000000000000000000e+00
6.340338829040731428e-01,7.694467528937734002e-01,1.000000000000000000e+00
3.736235786693604677e-01,5.608306304157678612e-01,1.000000000000000000e+00
9.256144949323353854e-01,7.470448571249799219e-01,0.000000000000000000e+00
8.185837700734691635e-01,3.063288653035299847e-01,0.000000000000000000e+00
2.494125835852867290e-02,1.239467657785144894e-01,1.000000000000000000e+00
5.121961141819422192e-01,1.076736682883863150e-01,0.000000000000000000e+00
1.691591448033646916e-01,3.789562073560860389e-01,1.000000000000000000e+00
4.122793875114570961e-01,1.429428670450421102e-01,0.000000000000000000e+00
9.908939021098702726e-01,9.394993298679052973e-01,0.000000000000000000e+00
4.433269785170333988e-01,1.017483795708187255e-01,0.000000000000000000e+00
6.330305900547379405e-01,6.421380807111455313e-01,1.000000000000000000e+00
7.584838108398854750e-01,4.731264807951168772e-01,0.000000000000000000e+00
7.627991447260329405e-01,9.340682551193824068e-02,0.000000000000000000e+00
3.648713205264574322e-01,1.208231767200642626e-01,0.000000000000000000e+00
3.578431637998769066e-01,5.886388536831937968e-01,1.000000000000000000e+00
5.490307704798799149e-01,9.219394292196758656e-02,0.000000000000000000e+00
3.151731252317034881e-01,2.624823801048734584e-01,1.000000000000000000e+00
5.336234627767950656e-01,5.807182415303883127e-01,1.000000000000000000e+00
7.901999292641987971e-01,3.312341230422848337e-01,0.000000000000000000e+00
8.311226532531432731e-01,6.492940196343377490e-01,0.000000000000000000e+00
5.489317866380223343e-01,5.035647169456203276e-01,1.000000000000000000e+00
4.036324021441476395e-01,1.111177606534980988e-01,0.000000000000000000e+00
7.724315011413578347e-01,3.377789126669417108e-02,0.000000000000000000e+00
7.521926548636385101e-01,4.572623569612637162e-01,0.000000000000000000e+00
2.417422504032855635e-01,9.066089885576831264e-01,1.000000000000000000e+00
5.791098621508942168e-01,7.979712545353511155e-01,1.000000000000000000e+00
7.443878377586926609e-01,6.456992278158383280e-01,1.000000000000000000e+00
9.788006799906363575e-01,9.428815885269075103e-01,0.000000000000000000e+00
2.882394258001527154e-01,5.103098324694160803e-01,1.000000000000000000e+00
6.066399454527284796e-01,9.778355189877709908e-01,1.000000000000000000e+00
5.933054139123833393e-01,3.930896409708755090e-01,1.000000000000000000e+00
1.125122689581944391e-01,2.361999568252781678e-01,1.000000000000000000e+00
6.144887132461251955e-01,2.431029286367564213e-01,0.000000000000000000e+00
3.055666731886381715e-01,8.181693033839183560e-01,1.000000000000000000e+00
2.150897740567159211e-01,7.020268148532909924e-01,1.000000000000000000e+00
9.858026398636222654e-01,3.631580693460816356e-01,0.000000000000000000e+00
3.209523392502563466e-01,4.836295412133151395e-03,0.000000000000000000e+00
7.016753753552064099e-01,2.203473154013881885e-01,0.000000000000000000e+00
2.039074257210452545e-01,2.331435180766820991e-01,1.000000000000000000e+00
6.293217191970391644e-01,1.646567614514794498e-01,0.000000000000000000e+00
4.689233900243251485e-01,5.157080132953332230e-01,1.000000000000000000e+00
9.300251771579525206e-01,7.842239355309998938e-01,0.000000000000000000e+00
3.153290956556950020e-01,2.957534796799199395e-02,0.000000000000000000e+00
7.831653892940672046e-01,5.373366616339304569e-01,0.000000000000000000e+00
8.162870503845770509e-01,8.109838787981299424e-01,1.000000000000000000e+00
3.352435467858594365e-01,6.523168347764304320e-01,1.000000000000000000e+00
5.751354935906710653e-01,9.834237376055661173e-01,1.000000000000000000e+00
7.834622749741005920e-01,7.236959898390181722e-01,1.000000000000000000e+00
7.055758360566541931e-01,5.423247259910783935e-01,1.000000000000000000e+00
8.454891474169107246e-01,6.892051061324113714e-01,0.000000000000000000e+00
3.301952588595693516e-01,1.515092553854399116e-01,1.000000000000000000e+00
7.316540547081830104e-01,2.533790156805095783e-01,0.000000000000000000e+00
7.021451295779347346e-01,5.501639615545106388e-02,0.000000000000000000e+00
7.165675832324766015e-01,7.697457359051074199e-02,0.000000000000000000e+00
8.831433503400855090e-01,8.519498012148223332e-01,1.000000000000000000e+00
8.054373228453803879e-02,7.367095083379997522e-01,1.000000000000000000e+00
1.549784504125928386e-02,2.247398323066227555e-01,1.000000000000000000e+00
6.145105433068618339e-01,8.445611966955134386e-01,1.000000000000000000e+00
8.730704226505997534e-01,4.012372601877608469e-01,0.000000000000000000e+00
7.165207121334579154e-01,9.958625059253450873e-01,1.000000000000000000e+00
3.600966831878623653e-01,5.296354306075390372e-01,1.000000000000000000e+00
9.141613638943056896e-01,8.673632445827929027e-01,1.000000000000000000e+00
8.863625409130294619e-01,4.976083064273840728e-01,0.000000000000000000e+00
5.411783505328460198e-02,1.185110049821002098e-01,1.000000000000000000e+00
2.866675629103480061e-01,7.381702061886211697e-01,1.000000000000000000e+00
8.058644497685935049e-01,3.667737278762250863e-01,0.000000000000000000e+00
3.590378739930707441e-01,3.335853295951886066e-01,1.000000000000000000e+00
3.852372635015479663e-01,2.470214569727218201e-01,1.000000000000000000e+00
1.389503636042214163e-01,1.856213807185168596e-01,1.000000000000000000e+00
8.478520070236750250e-01,3.670188995884469119e-01,0.000000000000000000e+00
2.596487832828808795e-02,2.789411340324733368e-01,1.000000000000000000e+00
2.643065865908488243e-01,3.416602303965994292e-01,1.000000000000000000e+00
1.541870512846531538e-01,3.289489795796893823e-01,1.000000000000000000e+00
6.196680434236978563e-01,8.843593567297071134e-01,1.000000000000000000e+00
5.686171582574646166e-01,1.339530603888900995e-01,0.000000000000000000e+00
5.142831537602091663e-01,9.811968237637639367e-01,1.000000000000000000e+00
1.706479257888822154e-01,2.567629597839438116e-02,0.000000000000000000e+00
6.959255619658675229e-01,6.712076279163597947e-01,1.000000000000000000e+00
5.335174346973392545e-02,5.694089346527174689e-01,1.000000000000000000e+00
9.148892389873978237e-01,8.661448568077917409e-01,1.000000000000000000e+00
8.922162905435011560e-01,6.362723114224925203e-01,0.000000000000000000e+00
9.941867644152765360e-01,2.566741091630564409e-02,0.000000000000000000e+00
1.464302755379038867e-01,1.521234182381518973e-01,1.000000000000000000e+00
1.716613077700099854e-01,2.252102035907953548e-01,1.000000000000000000e+00
8.672404070686307032e-01,1.980110172859116391e-01,0.000000000000000000e+00
9.145100387772060468e-01,2.227863537278905737e-01,0.000000000000000000e+00
1.301340639346113548e-01,6.996657822217084988e-01,1.000000000000000000e+00
5.054122478070185442e-01,5.143509514669797333e-03,0.000000000000000000e+00
6.314389864381591000e-01,7.941153807310457058e-01,1.000000000000000000e+00
9.057938037343327142e-02,5.361654884257979203e-01,1.000000000000000000e+00
2.731361181642502078e-01,9.837922310352034128e-01,1.000000000000000000e+00
8.528582421007641079e-01,7.604148982165115367e-01,1.000000000000000000e+00
8.144761777255571378e-01,4.808819905901439151e-01,0.000000000000000000e+00
7.410658504378381251e-01,7.748551353435461087e-01,1.000000000000000000e+00
2.312858011590313012e-02,4.235056584953376113e-01,1.000000000000000000e+00
2.926551574700930747e-01,2.326123876761743148e-01,1.000000000000000000e+00
2.223807146792988743e-01,2.803499271318297126e-01,1.000000000000000000e+00
7.435567730109763351e-01,1.541923296263116860e-01,0.000000000000000000e+00
1.102831576335051578e-01,3.591447235541948002e-01,1.000000000000000000e+00
9.312718935983977930e-01,5.358646599536673882e-01,0.000000000000000000e+00
1.892239313986996407e-01,1.479390953117719620e-01,1.000000000000000000e+00
9.029297630552911569e-01,8.355359589098454443e-02,0.000000000000000000e+00
6.320773422755571191e-01,5.888976519746265126e-01,1.000000000000000000e+00
5.462402796656955495e-01,8.577427472929649577e-01,1.000000000000000000e+00
5.741920592653616540e-01,9.070177224507646185e-01,1.000000000000000000e+00
3.268153678083168812e-01,8.761602227152330835e-01,1.000000000000000000e+00
9.350782580033497604e-01,3.419314601858111091e-01,0.000000000000000000e+00
9.980656399846832283e-01,1.031531791746946869e-01,0.000000000000000000e+00
4.730705403879901239e-01,2.059181412705144432e-01,0.000000000000000000e+00
2.983189732465729715e-01,6.520381498826808286e-01,1.000000000000000000e+00
5.660915095649426965e-01,7.498606854785018205e-01,1.000000000000000000e+00
5.453932109463154321e-01,5.287215013508987926e-01,1.000000000000000000e+00
2.777061168256661494e-01,9.571533079134297850e-02,1.000000000000000000e+00
2.227488236891624895e-01,6.403373203302235028e-01,1.000000000000000000e+00
2.487905084120977106e-01,2.330187681823207013e-01,1.000000000000000000e+00
7.554537722236657205e-01,9.555054675589728097e-01,1.000000000000000000e+00
2.024823016078390880e-01,2.874037080133849953e-01,1.000000000000000000e+00
6.470596656811113956e-01,8.964198036911980028e-01,1.000000000000000000e+00
9.366729070840416060e-01,1.172350018251100412e-01,0.000000000000000000e+00
3.280935548775790744e-01,4.295049321769884854e-01,1.000000000000000000e+00
7.550560436138576970e-01,2.590866290455006160e-01,0.000000000000000000e+00
7.577258595557021525e-01,2.137925971386462898e-01,0.000000000000000000e+00
5.726271007585327366e-01,8.809890198847321052e-01,1.000000000000000000e+00
5.219561392710921899e-01,3.376121300895573718e-01,1.000000000000000000e+00
7.634556436972322890e-01,2.410197296883107576e-01,0.000000000000000000e+00
8.045221556775060678e-01,4.750396823972808935e-01,0.000000000000000000e+00
2.293762271572563627e-02,8.976515392175246077e-01,1.000000000000000000e+00
1.520178828873541832e-02,1.734381541025926676e-01,1.000000000000000000e+00
1.660176713347438771e-01,2.096152400254281956e-01,1.000000000000000000e+00
4.899841756112265356e-01,7.383954868592271792e-01,1.000000000000000000e+00
4.916417799986853021e-01,6.913208961606976954e-01,1.000000000000000000e+00
5.482319155929130661e-01,5.404595544149803921e-01,1.000000000000000000e+00
9.881898831781684711e-01,3.979333956389542459e-01,0.000000000000000000e+00
6.769257996546066414e-01,6.301657822539223908e-01,1.000000000000000000e+00
7.564211704748082798e-01,7.540667289042701782e-02,0.000000000000000000e+00
1.199165770991722502e-01,5.315760871622574602e-01,1.000000000000000000e+00
3.738890745430172302e-01,3.453679694718148063e-01,1.000000000000000000e+00
1.175127296080437089e-01,6.593299592982897472e-01,1.000000000000000000e+00
2.657649469638435624e-01,1.349493934910814819e-01,1.000000000000000000e+00
1.914000268050201070e-01,1.955175280913441505e-01,1.000000000000000000e+00
1.922405720044030319e-01,7.253104884729451030e-01,1.000000000000000000e+00
8.906336199215202365e-01,6.701893855247664789e-03,0.000000000000000000e+00
4.411558352765400093e-01,7.912397829443204023e-01,1.000000000000000000e+00
8.478108550426979306e-01,2.253807782014778383e-01,0.000000000000000000e+00
1.925343140531093900e-01,7.645289287374738008e-01,1.000000000000000000e+00
7.884799525830499256e-01,8.956982736702966408e-01,1.000000000000000000e+00
6.868205282534414202e-01,7.356130905011892818e-01,1.000000000000000000e+00
2.951639175620419664e-01,1.506354994351679633e-01,1.000000000000000000e+00
5.310647724211688958e-01,8.840917945506081566e-01,1.000000000000000000e+00
8.079741317361711639e-01,4.861968341555892303e-01,0.000000000000000000e+00
9.470638533820074922e-02,1.425943540957348432e-01,1.000000000000000000e+00
3.456522123129157631e-01,1.459205154576769248e-01,1.000000000000000000e+00
6.488603037023054076e-01,7.723188464777015483e-01,1.000000000000000000e+00
7.098774660320140706e-01,6.111302965631318918e-01,1.000000000000000000e+00
1.595889468720632642e-01,5.053953824013178719e-01,1.000000000000000000e+00
5.252093801572792486e-01,7.035412350425062078e-01,1.000000000000000000e+00
2.512222869916930224e-01,9.195300481872721310e-01,1.000000000000000000e+00
5.633018363655507565e-01,7.685707549670942607e-01,1.000000000000000000e+00
8.465435405829211390e-01,3.958513150877279729e-01,0.000000000000000000e+00
4.934924416560478866e-01,9.488168745950515959e-01,1.000000000000000000e+00
5.919704821223057412e-01,4.033775986683179049e-01,1.000000000000000000e+00
1.646000758272209152e-01,9.766618546055310102e-01,1.000000000000000000e+00
1.372455292025105411e-01,3.305664360172931859e-01,1.000000000000000000e+00
7.590617913268504768e-01,5.332157950504439192e-01,0.000000000000000000e+00
9.889134497300178239e-02,5.534642449669640030e-01,1.000000000000000000e+00
5.257326556907400139e-01,8.429440478765168887e-01,1.000000000000000000e+00
4.618907220839543193e-01,1.121068340283137843e-01,0.000000000000000000e+00
5.988036511625927094e-02,2.880678526069851975e-01,1.000000000000000000e+00
8.735798056397521272e-01,8.901743770308147008e-01,1.000000000000000000e+00
8.742491974060608850e-01,9.616651220967930014e-01,1.000000000000000000e+00
5.934282768773679884e-02,6.362079518354384344e-01,1.000000000000000000e+00
2.077809023930230481e-01,6.033446106640907303e-01,1.000000000000000000e+00
2.251642879103277206e-01,7.592075326028686622e-01,1.000000000000000000e+00
6.931998790906734875e-01,6.349255881915378819e-01,1.000000000000000000e+00
5.334642765850927670e-02,1.579533583654632034e-01,1.000000000000000000e+00
4.578028098504152155e-01,1.937930938450967977e-01,0.000000000000000000e+00
3.599521597163544140e-01,9.111816282049148841e-01,1.000000000000000000e+00
7.737601090830615869e-01,1.852851175447455256e-01,0.000000000000000000e+00
6.958375999196434458e-01,5.091974130748266880e-01,1.000000000000000000e+00
7.581188732930694840e-01,8.818644109565443312e-01,1.000000000000000000e+00
4.135477777870877336e-02,5.979429492240755373e-01,1.000000000000000000e+00
2.925005790872320377e-01,6.881450110724149916e-01,1.000000000000000000e+00
3.141377672948902910e-01,2.884076151137315858e-01,1.000000000000000000e+00
9.611654744267461581e-01,5.244285033146856012e-02,0.000000000000000000e+00
1.504596514918982164e-01,4.931042746935356824e-01,1.000000000000000000e+00
9.005259056816473651e-01,3.741685713888199816e-01,0.000000000000000000e+00
6.553310027148866457e-01,4.488102900748321966e-01,1.000000000000000000e+00
2.631707027882440597e-01,1.310187770745556701e-01,1.000000000000000000e+00
3.120379184625088342e-02,9.935361722365754211e-01,1.000000000000000000e+00
5.771993963952251061e-01,2.544478656279293149e-01,0.000000000000000000e+00
9.655507904721629675e-01,6.041509044443630350e-01,0.000000000000000000e+00
2.961453988713702579e-02,2.574812363259835202e-01,1.000000000000000000e+00
1.849287451537252602e-01,6.449641269038846048e-01,1.000000000000000000e+00
5.048998766776193747e-01,2.746609873486552944e-01,1.000000000000000000e+00
9.773323991956581747e-01,6.797294169625256455e-01,0.000000000000000000e+00
2.154971390389498476e-01,7.739988049673366399e-01,1.000000000000000000e+00
7.809734895819770983e-01,9.948077772698276089e-01,1.000000000000000000e+00
4.648826747475330867e-01,7.466697949246638988e-01,1.000000000000000000e+00
2.073803540912774190e-01,4.547007220928634963e-01,1.000000000000000000e+00
4.519894898613293632e-01,6.493707988439150203e-01,1.000000000000000000e+00
4.052638918206468155e-01,9.661863047467732502e-01,1.000000000000000000e+00
3.119048943792488426e-01,2.963577690217814586e-01,1.000000000000000000e+00
8.650816017364363342e-01,7.787291042492491266e-01,1.000000000000000000e+00
7.004513205420739297e-01,3.230552405082103284e-01,0.000000000000000000e+00
8.536767446275930205e-01,2.994153148063670722e-01,0.000000000000000000e+00
2.973293697798742308e-01,7.716859279493679669e-01,1.000000000000000000e+00
2.436091844086025748e-01,9.219978834649754651e-01,1.000000000000000000e+00
9.767862811506087262e-01,7.615144645038214311e-01,0.000000000000000000e+00
6.326652750145177473e-01,1.034720567581920436e-01,0.000000000000000000e+00
4.352546047172688448e-01,5.425756454819075092e-01,1.000000000000000000e+00
2.048468849077528242e-01,4.984181970761241143e-01,1.000000000000000000e+00
3.597797154534178032e-01,3.571058041711661080e-02,0.000000000000000000e+00
2.620986238310846206e-01,7.604573488651800162e-01,1.000000000000000000e+00
8.924777225419125992e-01,2.654087541527571092e-01,0.000000000000000000e+00
3.537270681363150482e-01,2.457771158912935849e-01,1.000000000000000000e+00
5.130794329844080570e-01,7.646662249628655150e-01,1.000000000000000000e+00
3.739628959337178982e-01,6.889928610276330190e-01,1.000000000000000000e+00
8.613360470694894078e-01,8.755887165691844665e-02,0.000000000000000000e+00
3.355180649853780617e-01,8.151451895808065062e-01,1.000000000000000000e+00
6.074907078036043684e-01,9.117898294123255587e-01,1.000000000000000000e+00
7.852497066219543687e-01,3.708062931845690358e-02,0.000000000000000000e+00
4.425750881494474598e-01,1.113890713965338675e-01,0.000000000000000000e+00
8.986776534264646621e-01,2.577810722353824913e-01,0.000000000000000000e+00
6.677203237969023819e-01,9.006529518904698994e-01,1.000000000000000000e+00
3.579126514554306082e-01,4.188402602028573618e-02,0.000000000000000000e+00
4.025742737818884809e-01,2.621449063281232617e-01,1.000000000000000000e+00
3.258426789046572347e-01,5.924751465425432961e-01,1.000000000000000000e+00
7.973513730461950777e-01,5.772249224450427540e-01,0.000000000000000000e+00
6.618083525865452454e-01,8.158941782980354551e-01,1.000000000000000000e+00
4.228193325381947032e-01,3.849064971200647500e-01,1.000000000000000000e+00
1.854528656279424981e-01,8.998651692562964488e-01,1.000000000000000000e+00
9.615373436890648495e-01,8.143829145354732901e-01,0.000000000000000000e+00
9.380524322928723846e-01,3.612589558699741410e-02,0.000000000000000000e+00
8.548499815099033228e-01,1.158398261898015980e-01,0.000000000000000000e+00
1.694325440568600349e-01,6.947509858309158792e-01,1.000000000000000000e+00
3.407536046117802808e-01,5.261284992544743577e-01,1.000000000000000000e+00
8.349968944044695585e-01,8.902586744301269617e-01,1.000000000000000000e+00
3.679757028413690456e-01,7.695381646679705367e-01,1.000000000000000000e+00
9.985901031511713599e-01,3.784937424334373635e-01,0.000000000000000000e+00
5.803211856386387701e-01,5.368730349905127541e-01,1.000000000000000000e+00
8.429366045001519536e-01,4.012062082041857325e-01,0.000000000000000000e+00
9.096365487377833237e-02,8.551431984762516425e-01,1.000000000000000000e+00
7.993986110168128656e-01,4.201036263999958775e-01,0.000000000000000000e+00
3.123584850641160093e-01,9.034815764434265262e-01,1.000000000000000000e+00
7.293276497718026441e-02,2.607343727799267263e-01,1.000000000000000000e+00
5.764780481167319781e-01,9.478657389807592093e-01,1.000000000000000000e+00
5.156521239366290699e-01,4.725628585509678015e-01,1.000000000000000000e+00
8.426314451846705911e-01,8.600489314900497950e-01,1.000000000000000000e+00
7.551410261983524386e-01,3.061203500738194361e-01,0.000000000000000000e+00
7.211657650775054051e-01,8.527746794519316387e-01,1.000000000000000000e+00
9.031488346641023401e-01,1.411517152216642534e-01,0.000000000000000000e+00
2.222261788654518178e-01,7.294195726648328160e-01,1.000000000000000000e+00
7.365471345356954247e-01,3.585697301910287793e-01,0.000000000000000000e+00
1.082691179665602466e-01,3.461415692295143343e-01,1.000000000000000000e+00
2.807708807506312798e-01,8.239962606236833631e-01,1.000000000000000000e+00
8.590555488870614820e-01,3.776791940593012820e-01,0.000000000000000000e+00
9.130351775264039516e-01,4.352520450015142650e-01,0.000000000000000000e+00
2.833270357716609622e-01,1.937490281043406926e-01,1.000000000000000000e+00
8.634625825635974250e-01,7.933867793199400609e-01,1.000000000000000000e+00
7.806181809440474462e-01,9.778838093102004692e-02,0.000000000000000000e+00
7.915082867757738949e-02,3.827227517821586433e-01,1.000000000000000000e+00
3.706767425202754929e-01,3.690956221657183400e-01,1.000000000000000000e+00
5.878991624619561707e-01,6.890147967668404094e-01,1.000000000000000000e+00
8.167033925160896990e-01,9.258638577266842251e-01,1.000000000000000000e+00
9.022989907277267907e-01,6.828407173625395954e-01,0.000000000000000000e+00
3.253660308605905715e-01,2.299550769755790425e-01,1.000000000000000000e+00
4.129924464436021125e-01,2.575779368043371598e-01,1.000000000000000000e+00
7.181015429773102143e-01,9.182129907972279570e-01,1.000000000000000000e+00
4.577694382231217718e-01,8.672917241103839103e-02,0.000000000000000000e+00
6.443865145314453535e-02,9.723937547776729806e-01,1.000000000000000000e+00
1.305057634329576111e-01,1.227962030102776048e-01,1.000000000000000000e+00
9.212673066770171726e-01,9.195387560616670175e-01,1.000000000000000000e+00
8.606965048807549978e-01,6.253352352218349841e-01,0.000000000000000000e+00
1.936533719687635324e-01,4.318775088754045477e-01,1.000000000000000000e+00
1.545251942605477824e-01,9.619988608535825492e-01,1.000000000000000000e+00
6.140304037770620837e-01,9.744122449610589376e-01,1.000000000000000000e+00
5.148289410966967461e-01,7.490511480307679992e-01,1.000000000000000000e+00
4.270079335453697000e-01,9.158040000318659057e-01,1.000000000000000000e+00
9.165339030530486042e-01,1.892137312895708634e-01,0.000000000000000000e+00
1.211242208553828803e-01,5.538767854752801867e-02,1.000000000000000000e+00
5.427181952911125373e-01,2.111872950960806961e-01,0.000000000000000000e+00
3.706553503274546690e-01,7.974231179144894988e-01,1.000000000000000000e+00
6.175794823495737162e-01,8.241136021701138681e-01,1.000000000000000000e+00
4.552275895771529246e-01,2.428091634627959072e-01,1.000000000000000000e+00
4.113931329140352311e-01,4.343252055988339189e-01,1.000000000000000000e+00
9.034217721985539074e-01,4.007736027796071632e-01,0.000000000000000000e+00
4.975160460172385335e-01,2.198337085619277431e-01,0.000000000000000000e+00
1.105222541623573917e-01,9.708910925476412768e-01,1.000000000000000000e+00
7.895686256789565816e-01,2.869699170506517794e-01,0.000000000000000000e+00
9.383763251212682288e-01,7.684521201126822687e-01,0.000000000000000000e+00
1.935809537463837326e-01,4.348193812408472914e-01,1.000000000000000000e+00
6.532423763009771456e-01,9.299341362586306392e-01,1.000000000000000000e+00
9.214472566907513373e-01,3.921736953780283752e-01,0.000000000000000000e+00
8.526477009607905666e-01,6.078343925695762762e-01,0.000000000000000000e+00
1.878389432745833920e-01,3.872117784508403160e-01,1.000000000000000000e+00
3.792097600950560254e-01,6.871407394616826370e-01,1.000000000000000000e+00
8.178936846102073943e-01,6.170017825747490248e-01,0.000000000000000000e+00
4.511526823088147786e-01,9.253784942262406332e-01,1.000000000000000000e+00
9.381963546104885587e-01,6.102855434219984776e-01,0.000000000000000000e+00
3.472047522958243704e-02,7.757673586571821600e-01,1.000000000000000000e+00
5.634399215303963482e-01,5.023020959756527848e-01,1.000000000000000000e+00
3.023529843446700616e-01,7.505539221936832206e-01,1.000000000000000000e+00
3.850547655279870085e-01,7.881284632276910340e-01,1.000000000000000000e+00
8.954812298811037907e-01,4.335645192478643217e-02,0.000000000000000000e+00
4.403080123192026907e-01,6.361052915682298137e-01,1.000000000000000000e+00
8.463366568497362463e-01,6.068192281474460437e-02,0.000000000000000000e+00
